Name,Icon_Image,Photo_Image,House_Image,Animal,Gender,Personality,Hobby,Birthday,Catchphrase,Favorite_Song,Favorite_Saying
Victoria,https://acnhcdn.com/latest/NpcIcon/hrs01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHrs01.png,https://acnhcdn.com/drivesync/render/houses/hrs01_207_Victoria.png,Horse,Female,Peppy,Fitness,11-Jul,sugar cube,K.K. Adventure,Don't put the cart before the horse.
Violet,https://acnhcdn.com/latest/NpcIcon/gor07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGor07.png,https://acnhcdn.com/drivesync/render/houses/gor07_189_Violet.png,Gorilla,Female,Snooty,Fitness,01-Sep,sweetie,K.K. Bazaar,Pearls are a pink gorilla's best friend.
Vivian,https://acnhcdn.com/latest/NpcIcon/wol08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlWol08.png,https://acnhcdn.com/drivesync/render/houses/wol08_384_Vivian.png,Wolf,Female,Snooty,Education,26-Jan,piffle,K.K. Cruisin',Onwards and upwards!
Vladimir,https://acnhcdn.com/latest/NpcIcon/cbr06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr06.png,https://acnhcdn.com/drivesync/render/houses/cbr06_80_Vladimir.png,Cub,Male,Cranky,Play,02-Aug,nyet,Agent K.K.,Trouble never comes alone.
Wade,https://acnhcdn.com/latest/NpcIcon/pgn09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPgn09.png,https://acnhcdn.com/drivesync/render/houses/pgn09_294_Wade.png,Penguin,Male,Lazy,Nature,30-Oct,so it goes,Stale Cupcakes,"Which came first, the seeds or the sunflower?"
Walker,https://acnhcdn.com/latest/NpcIcon/dog06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDog06.png,https://acnhcdn.com/drivesync/render/houses/dog06_124_Walker.png,Dog,Male,Lazy,Play,10-Jun,wuh,Two Days Ago,"The dog wags his tail, not for you, but for your bread."
Walt,https://acnhcdn.com/latest/NpcIcon/kgr08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKgr08.png,https://acnhcdn.com/drivesync/render/houses/kgr08_233_Walt.png,Kangaroo,Male,Cranky,Fitness,24-Apr,pockets,K.K. Lament,Take the good with the bad.
Wart Jr.,https://acnhcdn.com/latest/NpcIcon/flg05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlFlg05.png,https://acnhcdn.com/drivesync/render/houses/flg05_163_Wart%20Jr..png,Frog,Male,Cranky,Education,21-Aug,grr-ribbit,Steep Hill,Age before beauty.
Weber,https://acnhcdn.com/latest/NpcIcon/duk11.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk11.png,https://acnhcdn.com/drivesync/render/houses/duk11_142_Weber.png,Duck,Male,Lazy,Nature,30-Jun,quaa,K.K. Fusion,Today's adults are yesterday's children.
Wendy,https://acnhcdn.com/latest/NpcIcon/shp09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp09.png,https://acnhcdn.com/drivesync/render/houses/shp09_346_Wendy.png,Sheep,Female,Peppy,Fashion,15-Aug,lambkins,Space K.K.,Every cloud has a silver lining.
Whitney,https://acnhcdn.com/latest/NpcIcon/wol03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlWol03.png,https://acnhcdn.com/drivesync/render/houses/wol03_380_Whitney.png,Wolf,Female,Snooty,Fashion,17-Sep,snappy,K.K. Soul,Don't cry wolf unless you mean it.
Willow,https://acnhcdn.com/latest/NpcIcon/shp07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp07.png,https://acnhcdn.com/drivesync/render/houses/shp07_344_Willow.png,Sheep,Female,Snooty,Fashion,26-Nov,bo peep,K.K. Soul,You can't fight your genes.
Winnie,https://acnhcdn.com/latest/NpcIcon/hrs05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHrs05.png,https://acnhcdn.com/drivesync/render/houses/hrs05_211_Winnie.png,Horse,Female,Peppy,Fashion,31-Jan,hay-OK,K.K. Country,"Smile, and the world smiles with you."
Wolfgang,https://acnhcdn.com/latest/NpcIcon/wol02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlWol02.png,https://acnhcdn.com/drivesync/render/houses/wol02_379_Wolfgang.png,Wolf,Male,Cranky,Education,25-Nov,snarrrl,K.K. D&B,Don't be afraid to show your fangs.
Yuka,https://acnhcdn.com/latest/NpcIcon/kal00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKal00.png,https://acnhcdn.com/drivesync/render/houses/kal00_220_Yuka.png,Koala,Female,Snooty,Fashion,20-Jul,tsk tsk,Soulful K.K.,Beauty is in the eye of the beholder.
Zell,https://acnhcdn.com/latest/NpcIcon/der02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDer02.png,https://acnhcdn.com/drivesync/render/houses/der02_0_Zell.png,Deer,Male,Smug,Music,07-Jun,pronk,K.K. Swing,Clothes totally make the mammal.
Zucker,https://acnhcdn.com/latest/NpcIcon/ocp02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOcp02.png,https://acnhcdn.com/drivesync/render/houses/ocp02_267_Zucker.png,Octopus,Male,Lazy,Nature,08-Mar,bloop,Spring Blossoms,There's no such thing as luck.
